단어,품사,주요 의미(핵심 뜻),핵심 개념 요약(한 문장),어원·역사적 변천,의미 확장(현재 쓰임 포함),뉘앙스·레지스터,문법적 특징,자동사/타동사,가산/불가산,전치사 패턴,필수 보어 등,형태론적 분석(접두사·어근·접미사),파생어·관련어,혼동 주의 단어,동의어·유사어,반의어,콜로케이션(뜻 포함),예문(난이도별 2~3개),학습 팁,교과/분야 태그,빈도 정도(고/중/저),단어 난이도(1~10),체크용,미니 퀴즈(3문항 선택형)
entry,noun,입장; 기록 항목,어떤 공간에 들어가는 행위 또는 목록의 기록 단위.,enter에서 파생,일기·데이터 기록 의미,일상/격식,명사,"가산, 불가산","entry to, into",해당 없음,해당 없음,enter+y,enter,entree(요리)와 혼동,admission,exit,"entry into the building, a dictionary entry",No entry beyond this point.,요리 entree와 혼동 주의.,일반,상,2,X,"O, X: entry=출구 → X, Q1 반의어? exit"
activate,verb,활성화하다,작동 상태로 바꾸거나 기능을 켜는 행위.,act(행동)+ivate,기계·계정 등,격식/기술,타동사,타동사,activate + N,해당 없음,해당 없음,act+ivate,activation,actual과 혼동,enable,deactivate,activate the device,The card must be activated.,deactivate와 대비.,기술,상,3,X,"O, X: activate=비활성화하다 → X, Q1 명사형? activation"
activation,noun,활성화,작동 상태가 되는 과정.,activate에서 파생,생물학 ‘활성’,격식,명사,불가산,activation of,해당 없음,해당 없음,activate+ion,active,actualization과 혼동,enabling,deactivation,activation of enzymes,Activation requires a signal.,기술·생물 모두 중요.,"기술, 생물",상,3,X,"O, X: activation은 동사 → X, Q1 동사형? activate"
classify,verb,분류하다,특정 기준에 따라 그룹으로 나누다.,class(종류)+fy,정보·생물학 핵심,격식,타동사,타동사,classify as,as,해당 없음,class+ify,classification,clarify와 혼동,categorize,mix,classify data,The files are classified by type.,classification과 세트.,"학문, 데이터",상,3,X,"O, X: classify는 자동사 → X, Q1 명사형? classification"
automatic,adjective,자동의; 무의식적인,스스로 작동하거나 무의식적으로 일어남.,auto(자기)+matic,반사적 행동 의미,일상/격식,형용사,해당 없음,automatic in,해당 없음,해당 없음,auto+matic,automatically,autonomous와 혼동,self-operating,manual,automatic doors,An automatic response,manual과 대비.,"기술, 일반",상,2,X,"O, X: automatic=수동적 → X, Q1 부사형? automatically"
manual,"adjective, noun",수동의; 설명서,손으로 하는 작업 또는 사용 설명서.,manus(손),기계 반대 개념,일상/격식,"형, 명",해당 없음,manual for,해당 없음,해당 없음,manu+al,manually,manufacture와 혼동,hand-operated,automatic,"manual labor, user manual",Switch to manual mode.,manual↔automatic 대비.,"기술, 일반",상,2,X,"O, X: manual=자동 → X, Q1 부사형? manually"
manually,adverb,수동으로; 손으로,기계 자동이 아닌 직접 조작.,manual에서 파생,컴퓨터 작업 등,일상/격식,부사,해당 없음,해당 없음,해당 없음,해당 없음,manual+ly,manual,manly와 혼동,by hand,automatically,manually operate a machine,Enter the data manually.,automatic와 반드시 세트.,기술,상,2,X,"O, X: manually=자동으로 → X, Q1 형용사형? manual"
visual,adjective,시각적인,눈으로 보거나 인지되는 것과 관련됨.,vis(보다)+ual,예술·과학 모두,격식/일상,형용사,해당 없음,visual to,해당 없음,해당 없음,vis+ual,visualize,visible과 혼동,optical,auditory,visual effects,Humans are visual beings.,visual↔auditory 대비.,"과학, 예술",상,3,X,"O, X: visual=청각의 → X, Q1 동사형? visualize"
equation,noun,방정식; 동일시,수학적 관계 또는 두 대상의 동일시.,aequare(같게 하다),사회문제 ‘동일시’ 의미,격식,명사,가산,"equation of, with",해당 없음,해당 없음,equa+tion,equate,equal과 혼동,formula,inequality,solve the equation,The equation of wealth with success,equate와 세트.,"수학, 사회",상,3,X,"O, X: equation=부등식 → X, Q1 동사형? equate"
equate,verb,동일시하다,두 개의 것을 같다고 간주함.,equa(같다)+ate,수학: 등식 만들다,격식,타동사,타동사,equate A with B,with,A with B,equa+ate,equation,equal과 혼동,identify,separate,equate wealth with happiness,Don't equate them.,equation과 구조 동일.,"수학, 사회",상,3,X,"O, X: equate A to B → X(정답은 with), Q1 명사형? equation"
